,Time,temp
487,07:00:00,20
488,08:00:00,20
489,09:00:00,20
490,10:00:00,20
491,11:00:00,20
492,12:00:00,30
493,13:00:00,30
494,14:00:00,30
495,15:00:00,30
496,16:00:00,30
497,17:00:00,30
498,18:00:00,30
499,19:00:00,30
500,20:00:00,30
501,21:00:00,30
502,22:00:00,30
503,23:00:00,30
504,00:00:00,20
505,01:00:00,20
506,02:00:00,20
507,03:00:00,20
508,04:00:00,20
509,05:00:00,20
510,06:00:00,20
511,07:00:00,20
512,08:00:00,20
513,09:00:00,20
514,10:00:00,20
515,11:00:00,20
516,12:00:00,30
517,13:00:00,30
518,14:00:00,30
519,15:00:00,30
520,16:00:00,30
521,17:00:00,30
522,18:00:00,30
523,19:00:00,30
524,20:00:00,30
525,21:00:00,30
526,22:00:00,30
527,23:00:00,30
528,00:00:00,20
529,01:00:00,20
530,02:00:00,20
531,03:00:00,20
532,04:00:00,20
533,05:00:00,20
534,06:00:00,20
535,07:00:00,20
536,08:00:00,20
537,09:00:00,20
538,10:00:00,20
539,11:00:00,20
540,12:00:00,30
541,13:00:00,30
542,14:00:00,30
543,15:00:00,30
544,16:00:00,30
545,17:00:00,30
546,18:00:00,30
547,19:00:00,30
548,20:00:00,30
549,21:00:00,30
550,22:00:00,30
551,23:00:00,30
552,00:00:00,20
553,01:00:00,20
554,02:00:00,20
555,03:00:00,20
556,04:00:00,20
557,05:00:00,20
558,06:00:00,20
559,07:00:00,20
560,08:00:00,20
561,09:00:00,20
562,10:00:00,20
563,11:00:00,20
564,12:00:00,30
565,13:00:00,30
566,14:00:00,30
567,15:00:00,30
568,16:00:00,30
569,17:00:00,30
570,18:00:00,30
571,19:00:00,30
572,20:00:00,30
573,21:00:00,30
574,22:00:00,30
575,23:00:00,30
576,00:00:00,20
577,01:00:00,20
578,02:00:00,20
579,03:00:00,20
580,04:00:00,20
581,05:00:00,20
582,06:00:00,20
583,07:00:00,20
584,08:00:00,20
585,09:00:00,20
586,10:00:00,20
587,11:00:00,20
588,12:00:00,30
589,13:00:00,30
590,14:00:00,30
591,15:00:00,30
592,16:00:00,30
593,17:00:00,30
594,18:00:00,30
595,19:00:00,30
596,20:00:00,30
597,21:00:00,30
598,22:00:00,30
599,23:00:00,30
600,00:00:00,20
601,01:00:00,20
602,02:00:00,20
603,03:00:00,20
604,04:00:00,20
605,05:00:00,20
606,06:00:00,20
607,07:00:00,20
608,08:00:00,20
609,09:00:00,20
610,10:00:00,20
611,11:00:00,20
612,12:00:00,30
613,13:00:00,30
614,14:00:00,30
615,15:00:00,30
616,16:00:00,30
617,17:00:00,30
618,18:00:00,30
619,19:00:00,30
620,20:00:00,30
621,21:00:00,30
622,22:00:00,30
623,23:00:00,30
624,00:00:00,20
625,01:00:00,20
626,02:00:00,20
627,03:00:00,20
628,04:00:00,20
629,05:00:00,20
630,06:00:00,20
631,07:00:00,20
632,08:00:00,20
633,09:00:00,20
634,10:00:00,20
635,11:00:00,20
636,12:00:00,30
637,13:00:00,30
638,14:00:00,30
639,15:00:00,30
640,16:00:00,30
641,17:00:00,30
642,18:00:00,30
643,19:00:00,30
644,20:00:00,30
645,21:00:00,30
646,22:00:00,30
647,23:00:00,30
648,00:00:00,20
649,01:00:00,20
650,02:00:00,20
651,03:00:00,20
652,04:00:00,20
653,05:00:00,20
654,06:00:00,20
655,07:00:00,20
656,08:00:00,20
657,09:00:00,20
658,10:00:00,20
659,11:00:00,20
660,12:00:00,30
661,13:00:00,30
662,14:00:00,30
663,15:00:00,30
664,16:00:00,30
665,17:00:00,30
666,18:00:00,30
667,19:00:00,30
668,20:00:00,30
669,21:00:00,30
670,22:00:00,30
671,23:00:00,30
672,00:00:00,20
673,01:00:00,20
674,02:00:00,20
675,03:00:00,20
676,04:00:00,20
677,05:00:00,20
678,06:00:00,20
679,07:00:00,20
680,08:00:00,20
681,09:00:00,20
682,10:00:00,20
683,11:00:00,20
684,12:00:00,30
685,13:00:00,30
686,14:00:00,30
687,15:00:00,30
688,16:00:00,30
689,17:00:00,30
690,18:00:00,30
691,19:00:00,30
692,20:00:00,30
693,21:00:00,30
694,22:00:00,30
695,23:00:00,30
696,00:00:00,20
697,01:00:00,20
698,02:00:00,20
699,03:00:00,20
700,04:00:00,20
701,05:00:00,20
702,06:00:00,20
703,07:00:00,20
704,08:00:00,20
705,09:00:00,20
706,10:00:00,20
707,11:00:00,20
708,12:00:00,30
709,13:00:00,30
710,14:00:00,30
711,15:00:00,30
712,16:00:00,30
713,17:00:00,30
714,18:00:00,30
715,19:00:00,30
716,20:00:00,30
717,21:00:00,30
718,22:00:00,30
719,23:00:00,30
720,00:00:00,20
721,01:00:00,20
722,02:00:00,20
723,03:00:00,20
724,04:00:00,20
725,05:00:00,20
726,06:00:00,20
727,07:00:00,20
728,08:00:00,20
729,09:00:00,20
730,10:00:00,20
731,11:00:00,20
732,12:00:00,30
733,13:00:00,30
734,14:00:00,30
735,15:00:00,30
736,16:00:00,30
737,17:00:00,30
738,18:00:00,30
739,19:00:00,30
740,20:00:00,30
741,21:00:00,30
742,22:00:00,30
743,23:00:00,30
744,00:00:00,20
745,01:00:00,20
746,02:00:00,20
747,03:00:00,20
748,04:00:00,20
749,05:00:00,20
750,06:00:00,20
751,07:00:00,20
752,08:00:00,20
753,09:00:00,20
754,10:00:00,20
755,11:00:00,20
756,12:00:00,30
757,13:00:00,30
758,14:00:00,30
759,15:00:00,30
760,16:00:00,30
761,17:00:00,30
762,18:00:00,30
763,19:00:00,30
764,20:00:00,30
765,21:00:00,30
766,22:00:00,30
767,23:00:00,30
768,00:00:00,20
769,01:00:00,20
770,02:00:00,20
771,03:00:00,20
772,04:00:00,20
773,05:00:00,20
774,06:00:00,20
775,07:00:00,20
776,08:00:00,20
777,09:00:00,20
778,10:00:00,20
779,11:00:00,20
780,12:00:00,30
781,13:00:00,30
782,14:00:00,30
783,15:00:00,30
784,16:00:00,30
785,17:00:00,30
786,18:00:00,30
787,19:00:00,30
788,20:00:00,30
789,21:00:00,30
790,22:00:00,30
791,23:00:00,30
792,00:00:00,20
793,01:00:00,20
794,02:00:00,20
795,03:00:00,20
796,04:00:00,20
797,05:00:00,20
798,06:00:00,20
799,07:00:00,20
800,08:00:00,20
801,09:00:00,20
802,10:00:00,20
803,11:00:00,20
804,12:00:00,30
805,13:00:00,30
806,14:00:00,30
807,15:00:00,30
808,16:00:00,30
809,17:00:00,30
810,18:00:00,30
811,19:00:00,30
812,20:00:00,30
813,21:00:00,30
814,22:00:00,30
815,23:00:00,30
816,00:00:00,20
817,01:00:00,20
818,02:00:00,20
819,03:00:00,20
820,04:00:00,20
821,05:00:00,20
822,06:00:00,20
823,07:00:00,20
824,08:00:00,20
825,09:00:00,20
826,10:00:00,20
827,11:00:00,20
828,12:00:00,30
829,13:00:00,30
830,14:00:00,30
831,15:00:00,30
832,16:00:00,30
833,17:00:00,30
834,18:00:00,30
835,19:00:00,30
836,20:00:00,30
837,21:00:00,30
838,22:00:00,30
839,23:00:00,30
840,00:00:00,20
841,01:00:00,20
842,02:00:00,20
843,03:00:00,20
844,04:00:00,20
845,05:00:00,20
846,06:00:00,20
847,07:00:00,20
848,08:00:00,20
849,09:00:00,20
850,10:00:00,20
851,11:00:00,20
852,12:00:00,30
853,13:00:00,30
854,14:00:00,30
855,15:00:00,30
856,16:00:00,30
857,17:00:00,30
858,18:00:00,30
859,19:00:00,30
860,20:00:00,30
861,21:00:00,30
862,22:00:00,30
863,23:00:00,30
864,00:00:00,20
865,01:00:00,20
866,02:00:00,20
867,03:00:00,20
868,04:00:00,20
869,05:00:00,20
870,06:00:00,20
871,07:00:00,20
872,08:00:00,20
873,09:00:00,20
874,10:00:00,20
875,11:00:00,20
876,12:00:00,30
877,13:00:00,30
878,14:00:00,30
879,15:00:00,30
880,16:00:00,30
881,17:00:00,30
882,18:00:00,30
883,19:00:00,30
884,20:00:00,30
885,21:00:00,30
886,22:00:00,30
887,23:00:00,30
888,00:00:00,20
889,01:00:00,20
890,02:00:00,20
891,03:00:00,20
892,04:00:00,20
893,05:00:00,20
894,06:00:00,20
895,07:00:00,20
896,08:00:00,20
897,09:00:00,20
898,10:00:00,20
899,11:00:00,20
900,12:00:00,30
901,13:00:00,30
902,14:00:00,30
903,15:00:00,30
904,16:00:00,30
905,17:00:00,30
906,18:00:00,30
907,19:00:00,30
908,20:00:00,30
909,21:00:00,30
910,22:00:00,30
911,23:00:00,30
912,00:00:00,20
913,01:00:00,20
914,02:00:00,20
915,03:00:00,20
916,04:00:00,20
917,05:00:00,20
918,06:00:00,20
919,07:00:00,20
920,08:00:00,20
921,09:00:00,20
922,10:00:00,20
923,11:00:00,20
924,12:00:00,30
925,13:00:00,30
926,14:00:00,30
927,15:00:00,30
928,16:00:00,30
929,17:00:00,30
930,18:00:00,30
931,19:00:00,30
932,20:00:00,30
933,21:00:00,30
934,22:00:00,30
935,23:00:00,30
936,00:00:00,20
937,01:00:00,20
938,02:00:00,20
939,03:00:00,20
940,04:00:00,20
941,05:00:00,20
942,06:00:00,20
943,07:00:00,20
944,08:00:00,20
945,09:00:00,20
946,10:00:00,20
947,11:00:00,20
948,12:00:00,30
949,13:00:00,30
950,14:00:00,30
951,15:00:00,30
952,16:00:00,30
953,17:00:00,30
954,18:00:00,30
955,19:00:00,30
956,20:00:00,30
957,21:00:00,30
958,22:00:00,30
959,23:00:00,30
960,00:00:00,20
961,01:00:00,20
962,02:00:00,20
963,03:00:00,20
964,04:00:00,20
965,05:00:00,20
966,06:00:00,20
967,07:00:00,20
968,08:00:00,20
969,09:00:00,20
970,10:00:00,20
971,11:00:00,20
972,12:00:00,30
973,13:00:00,30
974,14:00:00,30
975,15:00:00,30
976,16:00:00,30
977,17:00:00,30
978,18:00:00,30
979,19:00:00,30
980,20:00:00,30
981,21:00:00,30
982,22:00:00,30
983,23:00:00,30
984,00:00:00,20
985,01:00:00,20
986,02:00:00,20
987,03:00:00,20
988,04:00:00,20
989,05:00:00,20
990,06:00:00,20
991,07:00:00,20
992,08:00:00,20
993,09:00:00,20
994,10:00:00,20
995,11:00:00,20
996,12:00:00,30
997,13:00:00,30
998,14:00:00,30
999,15:00:00,30
1000,16:00:00,30
1001,17:00:00,30
1002,18:00:00,30
1003,19:00:00,30
1004,20:00:00,30
1005,21:00:00,30
1006,22:00:00,30
1007,23:00:00,30
1008,00:00:00,20
1009,01:00:00,20
1010,02:00:00,20
1011,03:00:00,20
1012,04:00:00,20
1013,05:00:00,20
1014,06:00:00,20
1015,07:00:00,20
1016,08:00:00,20
1017,09:00:00,20
1018,10:00:00,20
1019,11:00:00,20
1020,12:00:00,30
1021,13:00:00,30
1022,14:00:00,30
1023,15:00:00,30
1024,16:00:00,30
1025,17:00:00,30
1026,18:00:00,30
1027,19:00:00,30
1028,20:00:00,30
1029,21:00:00,30
1030,22:00:00,30
1031,23:00:00,30
1032,00:00:00,20
1033,01:00:00,20
1034,02:00:00,20
1035,03:00:00,20
1036,04:00:00,20
1037,05:00:00,20
1038,06:00:00,20
1039,07:00:00,20
1040,08:00:00,20
1041,09:00:00,20
1042,10:00:00,20
1043,11:00:00,20
1044,12:00:00,30
1045,13:00:00,30
1046,14:00:00,30
1047,15:00:00,30
1048,16:00:00,30
1049,17:00:00,30
1050,18:00:00,30
1051,19:00:00,30
1052,20:00:00,30
1053,21:00:00,30
1054,22:00:00,30
1055,23:00:00,30
1056,00:00:00,20
1057,01:00:00,20
1058,02:00:00,20
1059,03:00:00,20
1060,04:00:00,20
1061,05:00:00,20
1062,06:00:00,20
1063,07:00:00,20
1064,08:00:00,20
1065,09:00:00,20
1066,10:00:00,20
1067,11:00:00,20
1068,12:00:00,30
1069,13:00:00,30
1070,14:00:00,30
1071,15:00:00,30
1072,16:00:00,30
1073,17:00:00,30
1074,18:00:00,30
1075,19:00:00,30
1076,20:00:00,30
1077,21:00:00,30
1078,22:00:00,30
1079,23:00:00,30
1080,00:00:00,20
1081,01:00:00,20
1082,02:00:00,20
1083,03:00:00,20
1084,04:00:00,20
1085,05:00:00,20
1086,06:00:00,20
1087,07:00:00,20
1088,08:00:00,20
1089,09:00:00,20
1090,10:00:00,20
1091,11:00:00,20
1092,12:00:00,30
1093,13:00:00,30
1094,14:00:00,30
1095,15:00:00,30
1096,16:00:00,30
1097,17:00:00,30
1098,18:00:00,30
1099,19:00:00,30
1100,20:00:00,30
1101,21:00:00,30
1102,22:00:00,30
1103,23:00:00,30
1104,00:00:00,20
1105,01:00:00,20
1106,02:00:00,20
1107,03:00:00,20
1108,04:00:00,20
1109,05:00:00,20
1110,06:00:00,20
1111,07:00:00,20
1112,08:00:00,20
1113,09:00:00,20
1114,10:00:00,20
1115,11:00:00,20
1116,12:00:00,30
1117,13:00:00,30
1118,14:00:00,30
1119,15:00:00,30
1120,16:00:00,30
1121,17:00:00,30
1122,18:00:00,30
1123,19:00:00,30
1124,20:00:00,30
1125,21:00:00,30
1126,22:00:00,30
1127,23:00:00,30
1128,00:00:00,20
1129,01:00:00,20
1130,02:00:00,20
1131,03:00:00,20
1132,04:00:00,20
1133,05:00:00,20
1134,06:00:00,20
1135,07:00:00,20
1136,08:00:00,20
1137,09:00:00,20
1138,10:00:00,20
1139,11:00:00,20
1140,12:00:00,30
1141,13:00:00,30
1142,14:00:00,30
1143,15:00:00,30
1144,16:00:00,30
1145,17:00:00,30
1146,18:00:00,30
1147,19:00:00,30
1148,20:00:00,30
1149,21:00:00,30
1150,22:00:00,30
1151,23:00:00,30
1152,00:00:00,20
1153,01:00:00,20
1154,02:00:00,20
1155,03:00:00,20
1156,04:00:00,20
1157,05:00:00,20
1158,06:00:00,20
1159,07:00:00,20
1160,08:00:00,20
1161,09:00:00,20
1162,10:00:00,20
1163,11:00:00,20
1164,12:00:00,30
1165,13:00:00,30
1166,14:00:00,30
1167,15:00:00,30
1168,16:00:00,30
1169,17:00:00,30
1170,18:00:00,30
1171,19:00:00,30
1172,20:00:00,30
1173,21:00:00,30
1174,22:00:00,30
1175,23:00:00,30
1176,00:00:00,20
1177,01:00:00,20
1178,02:00:00,20
1179,03:00:00,20
1180,04:00:00,20
1181,05:00:00,20
1182,06:00:00,20
1183,07:00:00,20
1184,08:00:00,20
1185,09:00:00,20
1186,10:00:00,20
1187,11:00:00,20
1188,12:00:00,30
1189,13:00:00,30
1190,14:00:00,30
1191,15:00:00,30
1192,16:00:00,30
1193,17:00:00,30
1194,18:00:00,30
1195,19:00:00,30
1196,20:00:00,30
1197,21:00:00,30
1198,22:00:00,30
1199,23:00:00,30
1200,00:00:00,20
1201,01:00:00,20
1202,02:00:00,20
1203,03:00:00,20
1204,04:00:00,20
1205,05:00:00,20
1206,06:00:00,20
1207,07:00:00,20
1208,08:00:00,20
1209,09:00:00,20
1210,10:00:00,20
1211,11:00:00,20
1212,12:00:00,30
1213,13:00:00,30
1214,14:00:00,30
1215,15:00:00,30
1216,16:00:00,30
1217,17:00:00,30
1218,18:00:00,30
1219,19:00:00,30
1220,20:00:00,30
1221,21:00:00,30
1222,22:00:00,30
1223,23:00:00,30
1224,00:00:00,20
1225,01:00:00,20
1226,02:00:00,20
1227,03:00:00,20
1228,04:00:00,20
1229,05:00:00,20
1230,06:00:00,20
1231,07:00:00,20
1232,08:00:00,20
1233,09:00:00,20
1234,10:00:00,20
1235,11:00:00,20
1236,12:00:00,30
1237,13:00:00,30
1238,14:00:00,30
1239,15:00:00,30
1240,16:00:00,30
1241,17:00:00,30
1242,18:00:00,30
1243,19:00:00,30
1244,20:00:00,30
1245,21:00:00,30
1246,22:00:00,30
1247,23:00:00,30
1248,00:00:00,20
1249,01:00:00,20
1250,02:00:00,20
1251,03:00:00,20
1252,04:00:00,20
1253,05:00:00,20
1254,06:00:00,20
1255,07:00:00,20
1256,08:00:00,20
1257,09:00:00,20
1258,10:00:00,20
1259,11:00:00,20
1260,12:00:00,30
1261,13:00:00,30
1262,14:00:00,30
1263,15:00:00,30
1264,16:00:00,30
1265,17:00:00,30
1266,18:00:00,30
1267,19:00:00,30
1268,20:00:00,30
1269,21:00:00,30
1270,22:00:00,30
1271,23:00:00,30
1272,00:00:00,20
1273,01:00:00,20
1274,02:00:00,20
1275,03:00:00,20
1276,04:00:00,20
1277,05:00:00,20
1278,06:00:00,20
1279,07:00:00,20
1280,08:00:00,20
1281,09:00:00,20
1282,10:00:00,20
1283,11:00:00,20
1284,12:00:00,30
1285,13:00:00,30
1286,14:00:00,30
1287,15:00:00,30
1288,16:00:00,30
1289,17:00:00,30
1290,18:00:00,30
1291,19:00:00,30
1292,20:00:00,30
1293,21:00:00,30
1294,22:00:00,30
1295,23:00:00,30
1296,00:00:00,20
1297,01:00:00,20
1298,02:00:00,20
1299,03:00:00,20
1300,04:00:00,20
1301,05:00:00,20
1302,06:00:00,20
1303,07:00:00,20
1304,08:00:00,20
1305,09:00:00,20
1306,10:00:00,20
1307,11:00:00,20
1308,12:00:00,30
1309,13:00:00,30
1310,14:00:00,30
1311,15:00:00,30
1312,16:00:00,30
1313,17:00:00,30
1314,18:00:00,30
1315,19:00:00,30
1316,20:00:00,30
1317,21:00:00,30
1318,22:00:00,30
1319,23:00:00,30
1320,00:00:00,20
1321,01:00:00,20
1322,02:00:00,20
1323,03:00:00,20
1324,04:00:00,20
1325,05:00:00,20
1326,06:00:00,20
1327,07:00:00,20
1328,08:00:00,20
1329,09:00:00,20
1330,10:00:00,20
1331,11:00:00,20
1332,12:00:00,30
1333,13:00:00,30
1334,14:00:00,30
1335,15:00:00,30
1336,16:00:00,30
1337,17:00:00,30
1338,18:00:00,30
1339,19:00:00,30
1340,20:00:00,30
1341,21:00:00,30
1342,22:00:00,30
1343,23:00:00,30
1344,00:00:00,20
1345,01:00:00,20
1346,02:00:00,20
1347,03:00:00,20
1348,04:00:00,20
1349,05:00:00,20
1350,06:00:00,20
1351,07:00:00,20
1352,08:00:00,20
1353,09:00:00,20
1354,10:00:00,20
1355,11:00:00,20
1356,12:00:00,30
1357,13:00:00,30
1358,14:00:00,30
1359,15:00:00,30
1360,16:00:00,30
1361,17:00:00,30
